Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP-1630,9587,0,Self-Employed,30,Married,4,828,2,0.42,10465,124515,26488,360,Personal,Urban,Postgraduate,Female,Self,1
APP-1631,2728,2000,Salaried,58,Married,1,684,2,0.58,67095,133183,128521,36,Home,Urban,Graduate,Male,Self,0
APP-1632,13540,2000,Salaried,42,Married,2,575,3,0.37,74844,76299,141467,360,Education,Urban,Postgraduate,Female,Private,0
APP-1633,9164,0,Business,46,Single,2,561,2,0.46,66250,125503,28394,48,Personal,Semi-Urban,Postgraduate,Female,Govt,0
APP-1634,13000,3000,Business,63,Married,2,621,2,0.38,16250,49023,103993,60,Home,Rural,Postgraduate,Female,Private,1
APP-1635,10867,2000,Salaried,59,Married,1,682,0,0.53,47023,191101,69332,180,Home,Semi-Urban,Graduate,Female,Private,0
APP-1636,13657,1500,Salaried,47,Married,1,655,0,0.56,47624,49941,52628,120,Home,Semi-Urban,Graduate,Female,Private,0
APP-1637,7988,1000,Business,49,Married,0,769,1,0.19,17427,195022,31352,240,Home,Rural,Graduate,Male,Self,1
APP-1638,4504,1500,Self-Employed,58,Married,0,726,0,0.32,34276,131677,92971,240,Education,Urban,Postgraduate,Female,Self,0
APP-1639,4967,0,Salaried,40,Married,1,831,4,0.3,72643,86054,61993,240,Education,Urban,Undergraduate,Female,Private,1
APP-1640,4786,0,Self-Employed,47,Married,1,682,0,0.3,4439,75363,113027,36,Home,Urban,Graduate,Female,Private,0
APP-1641,3122,0,Salaried,61,Married,1,571,3,0.16,79672,71742,130212,120,Personal,Urban,Graduate,Male,Private,0
APP-1642,6079,0,Salaried,40,Married,0,818,0,0.51,18300,55215,18539,180,Personal,Urban,Postgraduate,Male,Private,1
APP-1643,3571,1000,Salaried,64,Married,2,710,0,0.12,61289,57857,142335,360,Home,Urban,Undergraduate,Female,Private,1
APP-1644,7073,1500,Self-Employed,39,Married,3,656,3,0.36,18182,65476,63817,48,Home,Urban,Undergraduate,Male,Private,0
APP-1645,7104,0,Salaried,40,Married,3,828,0,0.43,71507,169245,59107,60,Home,Urban,Postgraduate,Female,Govt,1
APP-1646,4143,2500,Self-Employed,55,Married,1,784,0,0.2,51912,150467,139240,240,Home,Rural,Undergraduate,Male,Private,1
APP-1647,11879,0,Salaried,22,Married,2,567,0,0.55,27909,69768,109655,12,Home,Urban,Graduate,Male,Govt,0
APP-1648,8806,4000,Salaried,50,Married,3,791,1,0.52,20659,113591,66132,120,Home,Semi-Urban,Graduate,Male,Private,1
APP-1649,9357,5000,Salaried,54,Married,1,666,0,0.34,32403,56229,135701,48,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1650,14324,0,Self-Employed,42,Married,1,835,1,0.31,34586,167711,115494,60,Education,Semi-Urban,Postgraduate,Male,Private,1
APP-1651,14043,1000,Salaried,23,Single,3,831,1,0.22,11360,121706,62979,60,Home,Urban,Graduate,Male,Private,1
APP-1652,5440,0,Salaried,26,Single,1,693,2,0.46,22424,72583,68013,24,Home,Urban,Graduate,Male,Private,0
APP-1653,5766,1500,Business,35,Single,1,754,2,0.17,49791,169996,73797,240,Personal,Urban,Graduate,Male,Self,1
APP-1654,7644,2000,Salaried,47,Single,0,588,1,0.44,4065,136011,61798,24,Business,Urban,Graduate,Male,Private,0
APP-1655,12518,0,Business,30,Married,0,703,0,0.52,69795,40104,86421,48,Personal,Urban,Undergraduate,Male,Self,0
APP-1656,4914,1500,Salaried,29,Single,3,725,2,0.21,13300,47594,17434,60,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1657,6968,0,Self-Employed,53,Married,2,790,0,0.53,34370,13664,40028,12,Home,Semi-Urban,Graduate,Female,Private,0
APP-1658,7917,0,Salaried,52,Married,1,683,1,0.12,70831,20528,76558,120,Home,Semi-Urban,Postgraduate,Male,Govt,1
APP-1659,14144,2000,Business,26,Married,0,595,1,0.56,28209,169262,34331,24,Business,Semi-Urban,Graduate,Male,Private,0
APP-1660,10787,0,Salaried,61,Married,1,599,3,0.16,21927,138404,77573,60,Home,Urban,Postgraduate,Female,Self,0
APP-1661,2728,1500,Salaried,56,Single,1,715,1,0.42,35579,42899,139473,120,Business,Rural,Undergraduate,Male,Self,0
APP-1662,3365,1000,Salaried,22,Married,0,655,0,0.23,10032,80979,92979,240,Personal,Urban,Undergraduate,Female,Self,0
APP-1663,6492,5000,Salaried,49,Single,3,765,1,0.52,79413,27241,14123,360,Personal,Semi-Urban,Undergraduate,Female,Private,1
APP-1664,2698,0,Salaried,24,Married,0,695,1,0.36,41731,56211,26603,120,Home,Rural,Graduate,Male,Private,0
APP-1665,9186,1000,Business,21,Married,1,621,0,0.17,54767,73472,75941,60,Personal,Semi-Urban,Postgraduate,Male,Private,1
APP-1666,2395,2000,Salaried,39,Married,2,822,1,0.39,73302,41346,52597,48,Education,Urban,Graduate,Male,Private,1
APP-1667,9400,0,Self-Employed,46,Married,0,796,2,0.3,50954,91196,94238,24,Home,Semi-Urban,Graduate,Male,Govt,1
APP-1668,10082,5000,Self-Employed,45,Single,3,735,4,0.43,26102,114451,51751,24,Home,Urban,Graduate,Male,Self,1
APP-1669,6171,2000,Self-Employed,30,Married,2,619,1,0.54,35433,112908,136462,180,Business,Urban,Graduate,Male,Self,0
APP-1670,6360,2000,Salaried,35,Married,2,699,0,0.3,16932,183292,96978,60,Education,Urban,Undergraduate,Female,Private,1
APP-1671,4502,2500,Salaried,42,Single,0,795,0,0.24,26714,159014,27693,180,Education,Urban,Graduate,Male,Private,1
APP-1672,12011,5000,Self-Employed,41,Married,0,811,3,0.11,58803,59167,104524,12,Home,Semi-Urban,Postgraduate,Male,Govt,1
APP-1673,2717,4000,Business,42,Single,0,575,2,0.39,40743,46373,107869,12,Personal,Rural,Graduate,Female,Private,0
APP-1674,4782,2000,Salaried,56,Married,1,689,0,0.3,3552,77143,73825,60,Personal,Urban,Graduate,Male,Private,0
APP-1675,6946,2000,Salaried,54,Married,2,648,0,0.29,57627,130623,140475,24,Personal,Rural,Undergraduate,Male,Self,0
APP-1676,13769,0,Salaried,50,Married,3,827,2,0.19,46987,120013,55406,240,Education,Rural,Graduate,Male,Private,1
APP-1677,7486,0,Business,45,Married,2,600,0,0.32,46380,12016,133371,36,Education,Rural,Postgraduate,Male,Private,0
APP-1678,10335,1500,Salaried,48,Married,3,700,0,0.59,30250,79110,11617,12,Personal,Rural,Graduate,Female,Private,0
APP-1679,6980,0,Salaried,21,Married,2,653,0,0.25,69344,187381,53016,24,Home,Urban,Graduate,Male,Govt,0
APP-1680,13332,1000,Business,24,Single,1,638,0,0.4,65686,17274,34276,180,Business,Urban,Graduate,Male,Self,0
APP-1681,9266,0,Salaried,27,Single,0,690,1,0.49,46028,25748,82240,120,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP-1682,6491,0,Salaried,29,Married,2,762,2,0.47,16295,161247,116292,240,Home,Semi-Urban,Graduate,Male,Self,0
APP-1683,9192,2500,Self-Employed,56,Married,0,782,0,0.26,56248,21826,27959,180,Education,Rural,Graduate,Male,Private,1
APP-1684,13130,4000,Business,39,Married,0,732,0,0.41,11523,93008,38522,240,Business,Rural,Graduate,Female,Private,1
APP-1685,7588,0,Salaried,21,Married,1,800,0,0.54,46530,139288,36567,36,Home,Semi-Urban,Postgraduate,Female,Govt,0
APP-1686,9651,1500,Salaried,30,Single,3,558,1,0.11,14769,175201,72708,120,Home,Urban,Postgraduate,Male,Private,0
APP-1687,5636,3000,Salaried,56,Married,0,628,0,0.32,64042,164562,136206,180,Personal,Urban,Postgraduate,Male,Private,0
APP-1688,13414,0,Salaried,29,Married,2,601,1,0.21,45645,115623,32560,12,Home,Urban,Graduate,Female,Private,1
APP-1689,3167,2500,Self-Employed,62,Married,3,818,2,0.29,63142,182507,68390,12,Personal,Semi-Urban,Undergraduate,Male,Private,1
APP-1690,12808,0,Salaried,52,Single,1,775,0,0.31,26557,149592,135772,180,Home,Semi-Urban,Postgraduate,Male,Govt,1
APP-1691,3062,0,Salaried,52,Married,0,600,0,0.47,79382,93106,55104,36,Personal,Rural,Undergraduate,Male,Self,0
APP-1692,4156,5000,Salaried,26,Married,0,735,0,0.15,38085,160870,67805,36,Home,Semi-Urban,Undergraduate,Male,Self,1
APP-1693,9860,0,Salaried,58,Married,2,583,1,0.36,51708,64638,34496,60,Home,Rural,Postgraduate,Male,Govt,0
APP-1694,7161,2000,Salaried,37,Married,2,840,3,0.38,52357,79072,101257,120,Business,Semi-Urban,Graduate,Female,Self,1
APP-1695,7305,2500,Business,30,Married,3,779,0,0.35,14470,77309,13515,24,Personal,Rural,Undergraduate,Female,Private,1
APP-1696,13174,0,Salaried,47,Married,1,680,3,0.47,79712,170966,14454,36,Home,Urban,Undergraduate,Male,Private,0
APP-1697,8541,2000,Self-Employed,55,Single,0,669,0,0.29,7805,134724,32873,120,Home,Rural,Graduate,Male,Private,1
APP-1698,13486,5000,Self-Employed,41,Married,0,796,2,0.57,63028,195639,83920,36,Personal,Semi-Urban,Graduate,Female,Self,1
APP-1699,6729,0,Salaried,45,Married,2,741,1,0.34,51772,137843,23727,60,Education,Urban,Undergraduate,Male,Govt,1
APP-1700,11348,3000,Salaried,48,Single,0,759,1,0.39,53104,45326,138376,360,Business,Urban,Graduate,Female,Private,1
APP-1701,9330,1500,Salaried,35,Single,1,652,1,0.51,74616,196131,79070,36,Business,Rural,Undergraduate,Male,Private,0
APP-1702,7334,2000,Salaried,24,Married,1,682,1,0.24,7630,15079,109059,120,Personal,Urban,Graduate,Male,Private,1
APP-1703,10924,2000,Salaried,49,Married,0,688,2,0.14,16701,166910,134564,60,Education,Semi-Urban,Graduate,Male,Private,1
APP-1704,6330,0,Salaried,29,Married,0,670,2,0.45,15859,131412,127213,60,Education,Urban,Graduate,Female,Govt,0
APP-1705,10010,4000,Salaried,47,Single,1,643,1,0.34,22183,97340,35465,120,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1706,8801,4000,Self-Employed,46,Married,0,678,0,0.55,41438,188181,69799,120,Home,Rural,Graduate,Male,Self,0
APP-1707,6846,2000,Salaried,39,Married,0,640,0,0.59,43244,95211,106129,12,Home,Urban,Graduate,Male,Self,0
APP-1708,8731,2500,Self-Employed,48,Married,2,641,2,0.3,75312,166666,149374,360,Home,Semi-Urban,Postgraduate,Female,Self,0
APP-1709,9241,2000,Salaried,37,Married,3,612,1,0.31,16021,52749,117288,60,Home,Rural,Undergraduate,Female,Private,0
APP-1710,2953,1000,Business,63,Married,0,578,1,0.3,70863,177364,22875,12,Home,Rural,Graduate,Female,Private,0
APP-1711,4539,2000,Salaried,61,Married,2,759,1,0.26,56565,128192,37219,240,Education,Rural,Postgraduate,Female,Private,1
APP-1712,9056,1500,Salaried,62,Married,1,561,3,0.49,49043,84534,46182,180,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP-1713,13516,1500,Self-Employed,40,Married,1,846,1,0.48,74150,89233,89781,180,Education,Urban,Postgraduate,Male,Self,1
APP-1714,13493,2500,Salaried,60,Married,3,679,2,0.34,65361,61818,16457,60,Home,Semi-Urban,Postgraduate,Male,Govt,1
APP-1715,3542,1000,Salaried,59,Married,2,842,2,0.12,2245,121910,147821,12,Home,Semi-Urban,Graduate,Male,Self,1
APP-1716,7293,0,Business,43,Married,3,722,0,0.25,42011,23429,43064,360,Personal,Urban,Graduate,Female,Govt,1
APP-1717,3191,0,Salaried,52,Married,0,757,0,0.25,11355,67748,125256,360,Home,Urban,Graduate,Female,Self,1
APP-1718,8313,1000,Salaried,53,Married,0,573,2,0.51,49692,58807,108297,240,Personal,Urban,Graduate,Male,Govt,0
APP-1719,13185,2000,Self-Employed,25,Single,3,648,0,0.14,50004,17140,148736,60,Business,Semi-Urban,Postgraduate,Female,Govt,1
APP-1720,8938,1500,Business,63,Single,1,688,3,0.5,30714,73226,79918,36,Home,Rural,Graduate,Female,Private,0
APP-1721,4681,2000,Self-Employed,54,Single,0,723,0,0.43,18198,155973,100179,240,Home,Urban,Undergraduate,Male,Private,0
APP-1722,11409,1000,Salaried,60,Married,2,578,0,0.47,67951,98815,84944,12,Education,Semi-Urban,Undergraduate,Male,Private,0
APP-1723,3540,2000,Self-Employed,31,Married,3,692,3,0.32,2652,38525,99142,36,Business,Rural,Undergraduate,Male,Private,0
APP-1724,8172,0,Salaried,23,Married,3,591,1,0.44,44625,30491,37603,180,Personal,Urban,Undergraduate,Male,Govt,0
APP-1725,13428,1000,Self-Employed,53,Married,1,848,0,0.4,19740,176052,56458,48,Business,Semi-Urban,Graduate,Male,Self,1
APP-1726,7541,2000,Business,31,Married,3,757,2,0.48,4810,18078,80605,180,Home,Rural,Postgraduate,Male,Private,1
APP-1727,12578,3000,Self-Employed,36,Single,0,741,1,0.32,17569,101654,29623,60,Business,Rural,Graduate,Male,Private,1
APP-1728,13911,1000,Business,38,Married,0,709,1,0.34,27783,139101,54440,120,Home,Urban,Undergraduate,Female,Private,1
APP-1729,11580,0,Salaried,50,Married,2,613,0,0.42,79047,189776,92427,180,Home,Urban,Undergraduate,Male,Private,0
APP-1730,12048,0,Self-Employed,30,Single,0,792,2,0.15,10471,26997,148776,180,Business,Urban,Undergraduate,Male,Private,1
APP-1731,3365,0,Self-Employed,38,Single,1,807,3,0.32,7163,141940,103826,180,Business,Semi-Urban,Graduate,Female,Govt,1
APP-1732,10691,2000,Salaried,58,Single,2,701,0,0.59,64087,167470,37460,180,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1733,11872,0,Business,39,Married,1,764,3,0.12,63071,107356,120373,180,Home,Semi-Urban,Graduate,Male,Private,1
APP-1734,10702,1500,Salaried,56,Married,0,715,3,0.26,17065,123711,147637,36,Home,Urban,Graduate,Female,Private,1
APP-1735,9494,1000,Self-Employed,33,Married,0,580,1,0.26,49348,31246,14870,36,Home,Urban,Postgraduate,Male,Private,0
APP-1736,6312,0,Self-Employed,23,Married,1,781,1,0.42,20154,161633,28909,180,Home,Semi-Urban,Graduate,Female,Private,1
APP-1737,3324,1000,Self-Employed,30,Married,1,831,0,0.15,21229,157326,19117,24,Business,Semi-Urban,Undergraduate,Male,Govt,1
APP-1738,11347,0,Salaried,58,Married,2,578,0,0.41,53587,44512,77474,24,Personal,Semi-Urban,Graduate,Male,Private,0
APP-1739,12019,1000,Salaried,21,Single,2,744,2,0.15,50713,67865,103926,36,Personal,Semi-Urban,Undergraduate,Male,Private,1
APP-1740,5141,0,Salaried,47,Married,1,805,3,0.15,27997,164652,137463,48,Personal,Urban,Graduate,Male,Govt,1
APP-1741,9419,2500,Business,28,Single,3,830,1,0.46,22101,113393,111536,120,Education,Urban,Undergraduate,Female,Govt,1
APP-1742,5486,0,Salaried,62,Single,0,843,1,0.26,41391,82144,30128,240,Personal,Urban,Undergraduate,Female,Govt,1
APP-1743,3810,5000,Salaried,37,Married,0,636,0,0.59,76863,183557,79001,180,Personal,Urban,Undergraduate,Female,Self,0
APP-1744,8588,1000,Self-Employed,29,Single,3,698,0,0.12,73723,191693,10440,48,Home,Urban,Graduate,Female,Private,1
APP-1745,4923,2500,Salaried,26,Married,1,798,1,0.32,60405,127363,133491,24,Personal,Urban,Undergraduate,Male,Govt,1
APP-1746,7301,2000,Self-Employed,63,Married,4,832,0,0.16,35948,60665,91662,24,Education,Urban,Graduate,Female,Govt,1
APP-1747,12406,2000,Self-Employed,45,Single,1,747,1,0.28,54031,191675,10005,48,Business,Urban,Graduate,Female,Private,1
APP-1748,6186,2500,Business,59,Married,2,593,0,0.6,38921,162110,17038,120,Business,Semi-Urban,Graduate,Female,Private,0
APP-1749,10905,1500,Salaried,48,Single,1,577,2,0.54,73571,103542,16414,36,Education,Urban,Undergraduate,Female,Private,0
APP-1750,7977,1500,Salaried,53,Married,1,566,0,0.12,78007,111311,79506,120,Personal,Semi-Urban,Graduate,Male,Self,0
APP-1751,13794,1500,Salaried,57,Married,1,676,1,0.38,29460,24325,86586,60,Home,Semi-Urban,Undergraduate,Male,Private,1
APP-1752,14326,1500,Salaried,29,Married,2,717,1,0.42,22071,176964,143678,60,Personal,Semi-Urban,Postgraduate,Female,Govt,1
APP-1753,13714,0,Salaried,38,Married,1,793,0,0.2,67118,142825,26482,24,Home,Rural,Graduate,Male,Private,1
APP-1754,6268,0,Salaried,41,Married,3,625,0,0.17,49282,159068,43948,240,Home,Urban,Undergraduate,Male,Self,0
APP-1755,6748,2000,Self-Employed,22,Married,0,780,0,0.55,59445,78811,99987,60,Home,Semi-Urban,Graduate,Female,Private,0
APP-1756,6849,1500,Self-Employed,63,Single,0,753,3,0.58,55816,186283,30875,24,Personal,Rural,Undergraduate,Male,Private,0
APP-1757,11435,2500,Salaried,58,Single,1,797,0,0.6,4060,126737,23057,180,Home,Rural,Graduate,Male,Private,1
APP-1758,5709,2000,Self-Employed,60,Married,2,763,2,0.49,14731,10824,42400,360,Business,Urban,Postgraduate,Male,Private,0
APP-1759,11273,5000,Business,56,Single,3,764,4,0.43,78830,154952,78607,360,Home,Urban,Graduate,Female,Private,1
APP-1760,8619,0,Self-Employed,63,Single,1,707,2,0.27,21719,127718,97561,12,Business,Urban,Graduate,Male,Self,1
APP-1761,10647,0,Self-Employed,57,Single,2,618,0,0.19,48042,76617,37503,180,Personal,Semi-Urban,Graduate,Female,Private,1
APP-1762,11086,0,Salaried,35,Married,1,634,3,0.14,50116,21517,111096,360,Home,Semi-Urban,Graduate,Male,Private,1
APP-1763,11576,1000,Salaried,48,Married,2,816,0,0.45,27325,162755,56612,120,Home,Urban,Graduate,Male,Govt,1
APP-1764,12150,2500,Salaried,38,Single,3,618,1,0.49,23597,157948,108318,12,Personal,Semi-Urban,Graduate,Male,Govt,0
APP-1765,5072,0,Salaried,54,Married,0,648,3,0.51,68439,113068,94335,24,Personal,Semi-Urban,Graduate,Female,Private,0
APP-1766,8530,2500,Business,42,Single,1,765,1,0.56,15551,197426,110989,48,Personal,Semi-Urban,Postgraduate,Male,Govt,1
APP-1767,12188,1000,Self-Employed,31,Married,4,710,1,0.54,25278,125016,103012,48,Home,Rural,Postgraduate,Female,Private,0
APP-1768,14477,2000,Salaried,33,Married,3,643,0,0.6,16141,19982,91748,24,Education,Rural,Undergraduate,Female,Private,0
APP-1769,2504,2000,Salaried,24,Married,1,723,0,0.22,68913,167670,75195,240,Business,Urban,Postgraduate,Female,Private,1
APP-1770,3214,0,Self-Employed,42,Married,1,714,1,0.48,34615,155711,99846,24,Home,Semi-Urban,Postgraduate,Female,Self,0
APP-1771,3531,1500,Salaried,27,Married,0,664,0,0.39,63751,80210,112404,36,Education,Urban,Postgraduate,Male,Private,0
APP-1772,13632,1000,Salaried,63,Single,1,769,4,0.23,28452,79852,49142,48,Home,Semi-Urban,Graduate,Male,Govt,1
APP-1773,9576,0,Business,44,Married,3,580,3,0.59,23725,123618,81540,360,Personal,Rural,Postgraduate,Female,Private,0
APP-1774,2823,1000,Salaried,24,Single,2,560,3,0.55,51391,19695,86948,12,Personal,Rural,Graduate,Female,Self,0
APP-1775,2928,0,Salaried,48,Single,0,679,1,0.16,76060,58582,68951,240,Home,Semi-Urban,Undergraduate,Female,Private,0
APP-1776,7029,1000,Salaried,35,Married,0,654,1,0.11,12698,41094,21755,60,Home,Urban,Postgraduate,Female,Govt,1
APP-1777,2133,1500,Business,21,Single,0,576,3,0.44,78850,32187,127985,180,Home,Urban,Graduate,Female,Govt,0
APP-1778,4105,1500,Salaried,23,Single,0,776,3,0.4,3365,128013,94553,240,Education,Semi-Urban,Postgraduate,Male,Private,1
APP-1779,5627,2000,Salaried,34,Single,0,551,1,0.57,44372,138721,144962,60,Education,Urban,Graduate,Female,Govt,0
APP-1780,14972,0,Salaried,58,Single,1,650,0,0.22,45134,116683,104376,240,Business,Semi-Urban,Graduate,Female,Self,1
APP-1781,8316,2000,Salaried,21,Single,0,570,0,0.14,38823,11214,27175,240,Education,Urban,Graduate,Female,Self,0
APP-1782,3852,0,Salaried,58,Married,0,607,1,0.23,72158,33940,75687,360,Home,Urban,Postgraduate,Male,Private,0
APP-1783,6910,0,Self-Employed,58,Married,1,729,1,0.11,2949,54406,94983,24,Business,Urban,Postgraduate,Female,Private,1
APP-1784,6175,3000,Salaried,41,Single,0,569,2,0.12,50396,184553,56629,36,Education,Rural,Undergraduate,Female,Govt,0
APP-1785,13125,0,Business,49,Married,0,804,0,0.56,32912,157049,126779,12,Personal,Semi-Urban,Graduate,Male,Self,1
APP-1786,13476,1500,Salaried,25,Married,1,587,0,0.28,57947,185911,78513,48,Home,Urban,Postgraduate,Female,Private,0
APP-1787,14490,1500,Salaried,30,Married,0,697,0,0.31,45387,198946,92762,60,Home,Urban,Postgraduate,Male,Private,1
APP-1788,13003,0,Salaried,48,Single,1,574,0,0.11,64965,68414,142731,12,Business,Semi-Urban,Graduate,Female,Private,1
APP-1789,7348,0,Salaried,41,Married,0,670,0,0.24,17508,111440,67941,240,Personal,Urban,Postgraduate,Male,Private,0
APP-1790,11442,0,Salaried,27,Single,2,575,1,0.5,46592,166610,53473,24,Home,Semi-Urban,Graduate,Male,Private,0
APP-1791,13704,3000,Salaried,23,Married,3,718,1,0.41,2919,113569,26040,12,Personal,Rural,Graduate,Male,Private,1
APP-1792,8190,1000,Salaried,40,Married,2,774,2,0.48,43595,197313,79806,24,Business,Semi-Urban,Graduate,Female,Private,1
APP-1793,3256,0,Self-Employed,39,Married,1,550,0,0.32,10617,70481,122076,60,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1794,5376,1000,Salaried,55,Married,3,810,0,0.25,76268,37740,65916,360,Education,Semi-Urban,Graduate,Female,Private,1
APP-1795,7645,2000,Self-Employed,24,Single,2,562,1,0.34,34298,73328,143363,360,Business,Rural,Graduate,Female,Govt,0
APP-1796,5486,0,Business,25,Single,0,597,3,0.26,7929,191715,13811,24,Home,Rural,Graduate,Female,Private,0
APP-1797,5584,1000,Salaried,21,Single,1,840,0,0.52,15456,21881,41276,24,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1798,11588,1500,Salaried,24,Married,3,643,2,0.25,38924,46996,91049,36,Personal,Urban,Graduate,Female,Private,1
APP-1799,13829,4000,Salaried,32,Married,1,810,0,0.43,25240,173249,83062,180,Personal,Semi-Urban,Graduate,Female,Self,1
APP-1800,10053,0,Salaried,47,Single,0,827,3,0.17,10228,132196,64499,36,Home,Urban,Postgraduate,Male,Govt,1
APP-1801,5330,0,Salaried,62,Single,2,754,2,0.44,22686,47177,56281,12,Home,Semi-Urban,Graduate,Male,Govt,0
APP-1802,4703,0,Self-Employed,43,Married,3,734,0,0.56,12920,76126,54852,120,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP-1803,10662,2000,Salaried,45,Married,0,724,1,0.4,8432,66531,14595,36,Home,Urban,Postgraduate,Female,Private,1
APP-1804,10120,0,Salaried,41,Married,1,618,0,0.38,64575,36119,105930,12,Education,Urban,Graduate,Male,Private,0
APP-1805,9114,1500,Self-Employed,44,Single,0,653,3,0.58,72725,127744,102676,48,Home,Semi-Urban,Graduate,Male,Private,0
APP-1806,3353,2500,Salaried,45,Married,2,795,1,0.41,34910,126894,29405,12,Home,Rural,Undergraduate,Female,Govt,1
APP-1807,12975,2000,Self-Employed,52,Married,0,710,1,0.23,31226,168987,68122,12,Business,Semi-Urban,Graduate,Male,Private,1
APP-1808,13023,1000,Salaried,52,Married,1,749,2,0.25,74150,143780,138909,24,Education,Semi-Urban,Graduate,Female,Self,1
APP-1809,7063,3000,Salaried,25,Single,3,765,2,0.45,60099,179821,13447,240,Business,Urban,Graduate,Female,Self,1
APP-1810,10549,1500,Salaried,56,Married,1,761,0,0.47,19013,54989,20662,24,Home,Semi-Urban,Postgraduate,Male,Self,1
APP-1811,13211,1500,Salaried,62,Married,2,565,1,0.25,22446,32106,68282,24,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP-1812,9575,0,Business,62,Married,1,754,0,0.27,71375,27131,145971,240,Home,Semi-Urban,Undergraduate,Male,Self,1
APP-1813,2667,5000,Salaried,59,Married,0,588,0,0.6,63509,56553,38582,120,Personal,Urban,Undergraduate,Male,Govt,0
APP-1814,6468,0,Business,36,Married,2,638,1,0.15,1557,199216,77471,48,Personal,Semi-Urban,Graduate,Female,Govt,0
APP-1815,11337,0,Salaried,53,Single,0,805,0,0.3,31666,16553,133513,36,Home,Urban,Graduate,Male,Govt,1
APP-1816,8819,0,Salaried,41,Single,1,803,0,0.13,38389,27881,117578,12,Business,Urban,Graduate,Female,Private,1
APP-1817,14377,2000,Salaried,29,Single,0,765,2,0.51,48700,11379,85871,36,Home,Rural,Graduate,Male,Self,1
APP-1818,5719,0,Salaried,26,Single,2,721,0,0.15,25578,100791,93205,360,Personal,Urban,Graduate,Male,Govt,1
APP-1819,4745,0,Business,55,Married,3,686,1,0.44,75779,115664,84081,60,Business,Urban,Graduate,Female,Private,0
APP-1820,9483,0,Salaried,59,Single,4,727,0,0.13,10596,79306,115783,120,Business,Semi-Urban,Graduate,Male,Private,1
APP-1821,2539,0,Salaried,42,Married,1,626,0,0.44,58500,160798,93805,60,Business,Rural,Graduate,Female,Self,0
APP-1822,12971,1500,Salaried,61,Single,0,737,0,0.52,73534,150160,134698,12,Home,Semi-Urban,Graduate,Male,Private,1
APP-1823,6964,2000,Salaried,25,Single,1,564,1,0.3,11129,175386,148138,12,Home,Semi-Urban,Undergraduate,Female,Self,0
APP-1824,14328,0,Salaried,62,Married,3,841,2,0.36,64394,196113,20712,48,Home,Rural,Postgraduate,Male,Private,1
APP-1825,6835,1000,Salaried,43,Married,0,763,0,0.3,67046,114512,91527,36,Education,Urban,Undergraduate,Male,Private,1
APP-1826,5775,2000,Self-Employed,37,Married,4,757,0,0.25,12596,26350,139453,240,Personal,Urban,Graduate,Male,Private,1
APP-1827,8042,0,Salaried,32,Married,1,718,3,0.5,66355,109599,136888,180,Home,Urban,Graduate,Male,Private,0
APP-1828,9102,0,Salaried,43,Married,4,829,0,0.24,13974,91397,97185,180,Personal,Rural,Graduate,Female,Govt,1
APP-1829,9312,5000,Salaried,36,Single,3,695,3,0.46,67673,89509,109851,240,Home,Urban,Graduate,Male,Private,1
APP-1830,7320,1500,Salaried,23,Single,3,812,0,0.2,71202,27769,22210,180,Home,Urban,Graduate,Male,Private,1
APP-1831,8132,0,Business,50,Married,1,553,2,0.22,75442,188321,46972,24,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP-1832,9891,1500,Salaried,42,Married,0,639,0,0.27,22818,111584,44136,48,Education,Semi-Urban,Undergraduate,Female,Private,1
APP-1833,12700,0,Salaried,29,Married,1,609,3,0.39,44246,56365,126445,120,Business,Semi-Urban,Graduate,Female,Private,0
APP-1834,4779,1500,Self-Employed,49,Single,1,565,2,0.33,56598,60185,25945,36,Home,Semi-Urban,Graduate,Male,Private,0
APP-1835,2924,0,Salaried,57,Married,0,776,1,0.47,3654,143858,89180,36,Personal,Urban,Graduate,Male,Govt,0
APP-1836,13148,0,Salaried,43,Married,1,578,0,0.21,34758,136525,80453,120,Home,Semi-Urban,Graduate,Male,Private,0
APP-1837,3581,0,Business,33,Married,1,700,2,0.11,25204,142692,95404,12,Home,Semi-Urban,Graduate,Female,Govt,1
APP-1838,9714,4000,Self-Employed,52,Married,2,794,1,0.49,35928,46303,13052,12,Personal,Rural,Graduate,Male,Govt,1
APP-1839,5324,2000,Business,43,Married,2,819,0,0.51,54609,29589,37272,60,Business,Urban,Graduate,Male,Private,1
APP-1840,14677,0,Salaried,37,Single,0,628,0,0.13,31552,12882,51150,12,Home,Rural,Graduate,Female,Govt,1
